id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
4650,03N,small_airport,Utirik Airport,11.222219,169.851429,4,OC,MH,MH-UTI,Utirik Island,yes,,UTK,03N,03N,,https://en.wikipedia.org/wiki/Utirik_Airport,
6924,07FA,medium_airport,Ocean Reef Club Airport,25.325399,-80.274803,8,NA,US,US-FL,Key Largo,no,,OCA,07FA,07FA,https://www.oceanreef.com/community/private-airport-1345.html,https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport,
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12,NA,US,US-AK,Nunapitchuk,yes,,NUP,PPIT,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
10309,38WA,small_airport,Blakely Island Airport,48.579162,-122.823844,66,NA,US,US-WA,Blakely Island,yes,,BYW,38WA,38WA,,,
11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17,NA,US,US-AK,Atmautluak,yes,,ATT,,4A2,,https://en.wikipedia.org/wiki/Atmautluak_Airport,08AK
11485,4K0,small_airport,Pedro Bay Airport,59.796925,-154.129994,45,NA,US,US-AK,Pedro Bay,yes,,PDB,4K0,4K0,,https://en.wikipedia.org/wiki/Pedro_Bay_Airport,AK04
11487,4K5,small_airport,Ouzinkie Airport,57.942094,-152.464314,55,NA,US,US-AK,Ouzinkie,yes,,KOZ,,4K5,,https://en.wikipedia.org/wiki/Ouzinkie_Airport,
11488,4KA,small_airport,Tununak Airport,60.569638,-165.246649,14,NA,US,US-AK,Tununak,yes,,TNK,POKA,4KA,,https://en.wikipedia.org/wiki/Tununak_Airport,AK45
11900,51Z,small_airport,Minto Al Wright Airport,65.147991,-149.368658,460,NA,US,US-AK,Minto,yes,,MNT,,51Z,,https://en.wikipedia.org/wiki/Minto_Airport,
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66,NA,US,US-AK,Aleknagik,yes,,WKK,5A8,5A8,,https://en.wikipedia.org/wiki/Aleknagik_Airport,
13997,78WA,small_airport,Center Island Airport,48.490046,-122.831612,115,NA,US,US-WA,Center Island,yes,,CWS,78WA,78WA,,https://en.wikipedia.org/wiki/Center_Island_Airport,
14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62,NA,US,US-AK,Tatitlek,yes,,TEK,PAKA,7KA,,https://en.wikipedia.org/wiki/Tatitlek_Airport,AK47
14453,7WA5,small_airport,Stuart Island Airpark,48.673379,-123.175439,10,NA,US,US-WA,Friday Harbor,yes,,SSW,7WA5,7WA5,,,
15300,90WA,small_airport,Waldron Airstrip,48.71141,-123.018208,140,NA,US,US-WA,Eastsound,yes,,WDN,90WA,90WA,,,Waldronaire
15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244,NA,US,US-AK,Chuathbaluk,yes,,CHU,PACH,9A3,,https://en.wikipedia.org/wiki/Chuathbaluk_Airport,
16082,A61,small_airport,Tuntutuliak Airport,60.351243,-162.654476,16,NA,US,US-AK,Tuntutuliak,yes,,WTL,A61,A61,,https://en.wikipedia.org/wiki/Tuntutuliak_Airport,AK61
16083,A63,small_airport,Twin Hills Airport,59.074713,-160.274992,82,NA,US,US-AK,Twin Hills,yes,,TWA,A63,A63,,https://en.wikipedia.org/wiki/Twin_Hills_Airport,AK63
16089,A79,small_airport,Chignik Lake Airport,56.255001,-158.774994,50,NA,US,US-AK,Chignik Lake,yes,,KCQ,A79,A79,,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,AK79
336537,AG-0001,medium_airport,Burton-Nibbs International Airport,17.621194,-61.798347,28,NA,AG,AG-10,Codrington,yes,TAPB,BBQ,TAPB,,,https://en.wikipedia.org/wiki/Burton%E2%80%93Nibbs_International_Airport,"Barbuda International Airport, New Barbuda Airport"
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,AGGA,,,https://en.wikipedia.org/wiki/Auki_Airport,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.302222222200001,159.798333333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,AGGB,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,Choiseul Bay,yes,AGGC,CHY,AGGC,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,AGGE,,,https://en.wikipedia.org/wiki/Balalae_Airport,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,9,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,AGGF,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,AGGH,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
31686,AGGK,small_airport,Ngorangora Airport,-10.449700355500001,161.897994995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,AGGK,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,AGGL,,,https://en.wikipedia.org/wiki/Luova_Airport,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,AGGM,,,https://en.wikipedia.org/wiki/Munda_Airport,
31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,AGGN,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
31932,AGGO,small_airport,Mono Airport,-7.41694,155.565002,35,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,AGGO,,,https://en.wikipedia.org/wiki/Mono_Airport,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.55,160.062778,550,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,AGGR,,,https://en.wikipedia.org/wiki/Tingoa_Airport,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,AGGT,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
32238,AGGU,small_airport,Marau Airport,-9.86167,160.824997,3,OC,SB,SB-GU,Marau,yes,AGGU,RUS,AGGU,,,https://en.wikipedia.org/wiki/Marau_Airport,
32564,AGGV,small_airport,Suavanao Airport,-7.58556,158.731003,20,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,AGGV,,,https://en.wikipedia.org/wiki/Suavanao_Airport,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,AGGY,,,https://en.wikipedia.org/wiki/Yandina_Airport,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,AGKG,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
508090,AGOB,small_airport,Manaoba Airport,-8.325008,160.80051,14,OC,SB,SB-ML,Manaoba,yes,AGOB,MHM,AGOB,,,,
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,AGOK,,,https://en.wikipedia.org/wiki/Gatokae_Aerodrome,
35170,AGRM,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,AGRM,,,https://en.wikipedia.org/wiki/Ramata_Airport,
8,ANYN,medium_airport,Nauru International Airport,-0.547893,166.919525,22,OC,NR,NR-14,Yaren,yes,ANYN,INU,ANYN,,https://www.nauruair.com/,https://en.wikipedia.org/wiki/Nauru_International_Airport,"Nauru, Yaren District, Naero"
601314,AT98,medium_airport,[Duplicate] Wolf's Fang Runway,-71.5264,8.799459,3707,AN,AQ,AQ-U-A,Queen Maud Island,no,,WFR,AT98,,https://white-desert.com/about-us/wolfsfang-runway-logistics,https://en.wikipedia.org/wiki/Wolf%27s_Fang_Runway,"AT98, Wolf's Fang Runway"
354527,AU-0456,small_airport,Gruyere Airport,-28.034548,123.81506,1542,OC,AU,AU-WA,Cosmo Newbery,yes,,GYZ,YGRM,,,https://en.wikipedia.org/wiki/Gruyere_Airport,
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.748317,105.58416,4560,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,ZBAL,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
35179,AYBA,medium_airport,Baimuru Airport,-7.496955,144.821756,27,OC,PG,PG-GPK,Baimuru,yes,AYBA,VMU,AYBA,BMU,,https://en.wikipedia.org/wiki/Baimuru_Airport,
53,AYBK,medium_airport,Buka Airport,-5.422299,154.672698,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,AYBK,,,https://en.wikipedia.org/wiki/Buka_Airport,
35180,AYBM,medium_airport,Balimo Airport,-8.05000019073,142.932998657,51,OC,PG,PG-WPD,Balimo,yes,AYBM,OPU,AYBM,BLI,,https://en.wikipedia.org/wiki/Balimo_Airport,
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,AYCH,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,AYDU,,,https://en.wikipedia.org/wiki/Daru_Airport,
301979,AYET,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,PG,PG-WPD,Bosset,yes,AYET,BOT,AYET,BST,,https://en.wikipedia.org/wiki/Bosset_Airport,Boset
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,AYGA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,AYGN,,,https://en.wikipedia.org/wiki/Gurney_Airport,
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,AYGR,,,https://en.wikipedia.org/wiki/Girua_Airport,
31542,AYGT,small_airport,Gasmata Island Airport,-6.27111005783,150.330993652,23,OC,PG,PG-WBK,Gasmata Island,yes,AYGT,GMI,AYGT,GMA,,https://en.wikipedia.org/wiki/Gasmata_Airport,
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,AYHK,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
302264,AYIQ,small_airport,Aropa Airport,-6.305727,155.728249,20,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,AYIQ,KIA,,https://en.wikipedia.org/wiki/Aropa_Airport,
35188,AYKA,small_airport,Losuia Airport,-8.505820274353027,151.08099365234375,27,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,AYKA,,,https://en.wikipedia.org/wiki/Losuia_Airport,Formerly Kiriwina Airport
35185,AYKI,small_airport,Kiunga Airport,-6.1257100105285645,141.28199768066406,88,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,AYKI,,,https://en.wikipedia.org/wiki/Kiunga_Airport,
35184,AYKK,small_airport,Kikori Airport,-7.42438,144.250076,50,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,AYKK,,,https://en.wikipedia.org/wiki/Kikori_Airport,
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,AYKM,,,https://en.wikipedia.org/wiki/Kerema_Airport,
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,AYKV,,,https://en.wikipedia.org/wiki/Kavieng_Airport,
31837,AYKY,small_airport,Londolovit Airport,-3.04361009598,152.628997803,167,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,AYKY,,,https://en.wikipedia.org/wiki/Lihir_Island_Airport,"Lihir Island, Kunaye"
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,AYMD,,,https://en.wikipedia.org/wiki/Madang_Airport,
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,AYMH,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,AYMN,,,https://en.wikipedia.org/wiki/Mendi_Airport,
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,AYMO,,,https://en.wikipedia.org/wiki/Momote_Airport,
31981,AYMR,small_airport,Moro Airport,-6.36332988739,143.238006592,2740,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,AYMR,,,https://en.wikipedia.org/wiki/Moro_Airport,
31911,AYMS,small_airport,Misima Island Airport,-10.689200401299999,152.837997437,26,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,AYMS,,,https://en.wikipedia.org/wiki/Misima_Airport,
66,AYNZ,large_airport,Nadzab Tomodachi International Airport,-6.567995,146.726544,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,AYNZ,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
35190,AYOB,small_airport,Obo Airport,-7.590622421369999,141.324262619,29,OC,PG,PG-WPD,Obo,yes,AYOB,OBX,AYOB,OBO,,https://en.wikipedia.org/wiki/Obo_Airport_(Papua_New_Guinea),
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,146,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,AYPY,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
309428,AYSS,small_airport,Sasereme Airport,-7.6217,142.868,121,OC,PG,PG-WPD,Sasereme,yes,AYSS,TDS,AYSS,,,https://en.wikipedia.org/wiki/Sasereme_Airport,
32451,AYTA,small_airport,Tari Airport,-5.845,142.947998,5500,OC,PG,PG-HLA,Tari,yes,AYTA,TIZ,AYTA,,,https://en.wikipedia.org/wiki/Tari_Airport,
32425,AYTB,small_airport,Tabubil Airport,-5.280471,141.227576,1570,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,AYTB,,,https://en.wikipedia.org/wiki/Tabubil_Airport,
307594,AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,3100,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,AYTI,TAP,,https://en.wikipedia.org/wiki/Tapini_Airport,
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,AYTK,,,https://en.wikipedia.org/wiki/Rabaul_Airport,
35192,AYTU,small_airport,Tufi Airport,-9.07595443726,149.319839478,85,OC,PG,PG-NPP,Tufi,yes,AYTU,TFI,AYTU,TUFI,,https://en.wikipedia.org/wiki/Tufi_Airport,
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,AYVN,,,https://en.wikipedia.org/wiki/Vanimo_Airport,
70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,AYWD,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,AYWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,
44941,AZ-0001,medium_airport,Zabrat Airport,40.494884,49.977065,36,AS,AZ,AZ-BA,Zabrat,no,UBTT,ZXT,UBTT,,,https://en.wikipedia.org/wiki/Zabrat_Airport,
27301,BCW,medium_airport,Benguera Island Airport,-21.8533,35.438301,,AF,MZ,MZ-I,Benguera Island,no,,BCW,,,,https://en.wikipedia.org/wiki/Benguera_Island_Airport,
111,BG-JAM,medium_airport,Bezmer Air Base,42.454899,26.3522,509,EU,BG,BG-28,Bezmer,no,,JAM,LBIA,,,https://en.wikipedia.org/wiki/Bezmer_Airbase,LB44
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,NA,GL,GL-QK,Aasiaat,yes,BGAA,JEG,BGAA,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,"Mittarfik Aasiaat, Aasiaat Lufthavn, Egedesminde"
30839,BGCO,medium_airport,Neerlerit Inaat Airport,70.743103,-22.650499,45,NA,GL,GL-SE,Neerlerit Inaat,yes,BGCO,CNP,BGCO,,,https://en.wikipedia.org/wiki/Nerlerit_Inaat_Airport,"Constable Point, Mittarfik Nerlerit Inaat, Constable Pynt Lufthavn"
114,BGGH,large_airport,Nuuk International Airport,64.191066,-51.67914,283,NA,GL,GL-SE,Nuuk,yes,BGGH,GOH,BGGH,,https://www.airports.gl/en/airport/nuuk/,https://en.wikipedia.org/wiki/Nuuk_Airport,"Godthåb, Nuussuaq, Mittarfik Nuuk, Nuuk International"
31694,BGJN,medium_airport,Ilulissat Airport,69.243202,-51.057098,95,NA,GL,GL-AV,Ilulissat,yes,BGJN,JAV,BGJN,,https://mit.gl/ilulissat,https://en.wikipedia.org/wiki/Ilulissat_Airport,"Mittarfik Ilulissat, Ilulissat Lufthavn, Jakobshavn"
31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117,NA,GL,GL-SE,Kulusuk,yes,BGKK,KUS,BGKK,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,"Kap Dan, BGKD"
31711,BGMQ,small_airport,Maniitsoq Airport,65.412498,-52.9394,91,NA,GL,GL-QA,Maniitsoq,yes,BGMQ,JSU,BGMQ,,,https://en.wikipedia.org/wiki/Maniitsoq_Airport,"Mittarfik Maniitsoq, Sukkertoppen"
44065,BGPT,small_airport,Paamiut Airport,62.014736,-49.670937,120,NA,GL,GL-SE,Paamiut,yes,BGPT,JFR,BGPT,,,https://en.wikipedia.org/wiki/Paamiut_Airport,"Mittarfik Paamiut, Frederikshåb"
32004,BGQQ,medium_airport,Qaanaaq Airport,77.488602,-69.388702,51,NA,GL,GL-AV,Qaanaaq,yes,BGQQ,NAQ,BGQQ,,,https://en.wikipedia.org/wiki/Qaanaaq_Airport,"Mittarfik Qaanaaq, Thule"
115,BGSF,medium_airport,Kangerlussuaq International Airport,67.010446,-50.715294,165,NA,GL,GL-QA,Kangerlussuaq,yes,BGSF,SFJ,BGSF,,,https://en.wikipedia.org/wiki/Kangerlussuaq_Airport,"Bluie West 8, Sondrestrom Air Base, Sondrestromfjord Air Base"
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,NA,GL,GL-QA,Sisimiut,yes,BGSS,JHS,BGSS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,
116,BGTL,medium_airport,Pituffik Space Base,76.53063,-68.700541,251,NA,GL,GL-AV,Pituffik,yes,BGTL,THU,BGTL,,,https://en.wikipedia.org/wiki/Pituffik_Space_Base,Thule Air Base
31713,BGUK,small_airport,Upernavik Airport,72.790199,-56.1306,414,NA,GL,GL-AV,Upernavik,yes,BGUK,JUV,BGUK,,,https://en.wikipedia.org/wiki/Upernavik_Airport,Mittarfik Upernavik
31709,BGUQ,small_airport,Qaarsut Airport,70.7342,-52.696201,289,NA,GL,GL-AV,Uummannaq,yes,BGUQ,JQA,BGUQ,,,https://en.wikipedia.org/wiki/Qaarsut_Airport,
117,BIAR,large_airport,Akureyri International Airport,65.656573,-18.072018,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,BIAR,,https://www.innanlandsflugvellir.is/en/akureyri-airport/,https://en.wikipedia.org/wiki/Akureyri_Airport,
118,BIBD,medium_airport,Bildudalur Airport,65.641296,-23.5462,18,EU,IS,IS-4,Bildudalur,no,BIBD,BIU,BIBD,,,https://en.wikipedia.org/wiki/B%C3%ADldudalur_Airport,
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,BIEG,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
31549,BIGR,medium_airport,Grímsey Airport,66.5458,-18.0173,66,EU,IS,IS-6,Grímsey/Sandvík,yes,BIGR,GRY,BIGR,,https://www.innanlandsflugvellir.is/en/grimsey-airport,https://en.wikipedia.org/wiki/Gr%C3%ADmsey_Airport,Sandvík
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS,IS-8,Höfn,yes,BIHN,HFN,BIHN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,EU,IS,IS-6,Húsavík,no,BIHU,HZK,BIHU,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,
122,BIIS,medium_airport,Ísafjörður Airport,66.058098,-23.1353,8,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,BIIS,,https://www.isavia.is/en/isafjordur-airport,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,BIKF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station, REK"
125,BIRK,medium_airport,Reykjavík Domestic Airport,64.128732,-21.93759,48,EU,IS,IS-1,Reykjavík,yes,BIRK,RKV,BIRK,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK
31973,BIRL,medium_airport,Mývatn Airport,65.6558,-16.9181,1030,EU,IS,IS-6,Myvatn,no,BIRL,MVA,BIRL,,,https://en.wikipedia.org/wiki/M%C3%BDvatn_Airport,Reykjahlíð
126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,BISI,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport,
127,BITN,small_airport,Þórshöfn Airport,66.218459,-15.334739,65,EU,IS,IS-6,Þórshöfn,yes,BITN,THO,BITN,,,https://en.wikipedia.org/wiki/Thorshofn_Airport,Thorshofn
128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.278900146484375,326,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,BIVM,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,
32593,BIVO,medium_airport,Vopnafjörður Airport,65.720596,-14.8506,16,EU,IS,IS-7,Vopnafjörður,yes,BIVO,VPN,BIVO,,,https://en.wikipedia.org/wiki/Vopnafj%C3%B6r%C3%B0ur_Airport,
4614,BKPR,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,BKPR,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base"
323824,BR-0263,small_airport,Pedro Vieira Moreira Airport,-6.8827,-38.61583,1099,SA,BR,BR-PB,Cajazeiras,yes,,CJZ,SJZA,PB0004,,https://en.wikipedia.org/wiki/Cajazeiras_Airport,
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,SBVC,BA0005,,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,SSVC
353792,BTZ,medium_airport,Betong International Airport,5.79,101.15,785,AS,TH,TH-95,Betong,no,VTSY,BTZ,VTSY,,,https://en.wikipedia.org/wiki/Betong_Airport,
34946,BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,620,EU,BY,BY-VI,Orsha,no,,TXC,UMIO,,,https://en.wikipedia.org/wiki/Balbasovo,"Balbasava, Bolbasovo, Orsha Southwest"
42216,BZ-BGK,small_airport,Big Creek Airport,16.519369,-88.407913,22,NA,BZ,BZ-SC,Big Creek,yes,,BGK,MZBG,,,https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize),
30861,BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,2,NA,BZ,BZ-BZ,Caye Caulker,yes,,CUK,MZCK,,,https://en.wikipedia.org/wiki/Caye_Caulker_Airport,
30867,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,NA,BZ,BZ-BZ,Caye Chapel,yes,,CYC,MZCP,,,https://en.wikipedia.org/wiki/Caye_Chapel_Airport,
42209,BZ-CZH,medium_airport,Corozal Airport,18.3822,-88.411903,40,NA,BZ,BZ-CZL,Corozal,yes,,CZH,MZCZ,,,https://en.wikipedia.org/wiki/Corozal_Airport,Ranchito Airport
42207,BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,10,NA,BZ,BZ-SC,Dangriga,yes,,DGA,MZPB,,,https://en.wikipedia.org/wiki/Dangriga_Airport,Stann Creek Airport
42213,BZ-INB,small_airport,Independence Airport,16.53456,-88.441615,18,NA,BZ,BZ-SC,Independence,yes,,INB,MZSV,,,https://en.wikipedia.org/wiki/Independence_Airport_(Belize),"Savannah, Mango Creek"
42212,BZ-ORZ,small_airport,H.E Alfredo Martinez (Tower Hill) Airstrip,18.046767,-88.583858,69,NA,BZ,BZ-OW,Orange Walk,yes,,ORZ,MZAM,,,https://en.wikipedia.org/wiki/Orange_Walk_Airport,Orange Walk Airport
35305,BZ-PND,small_airport,Punta Gorda Airport,16.1024,-88.808296,7,NA,BZ,BZ-TOL,Punta Gorda,yes,,PND,MZPG,PND,,https://en.wikipedia.org/wiki/Punta_Gorda_Airport_(Belize),
42210,BZ-SJX,medium_airport,Sartaneja Airport,18.3561,-88.130798,3,NA,BZ,BZ-CZL,Sartaneja,no,,SJX,MZSJ,,,https://en.wikipedia.org/wiki/Sartaneja_Airport,
32370,BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4,NA,BZ,BZ-CY,San Pedro,yes,,SPR,MZSP,,,https://en.wikipedia.org/wiki/San_Pedro_Airport,
42215,BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,8,NA,BZ,BZ-BZ,Belize City,yes,,TZA,MZBE,,,https://en.wikipedia.org/wiki/Belize_City_Municipal_Airport,Belize City Municipal
27300,BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,AF,MZ,MZ-I,Bazaruto Island,no,,BZB,,,,https://en.wikipedia.org/wiki/Bazaruto_Island_Airport,
614,CAD4,small_airport,Trail Regional Airport,49.055599,-117.609001,1427,NA,CA,CA-BC,Trail,yes,,YZZ,CAD4,CAD4,,https://en.wikipedia.org/wiki/Trail_Airport,AD4
